Tweets,id tweets,date tweets,username,id user,quote count,reply count,retweet count,favorite count,url tweets
kaga ada hubungannya status tersangka sama kronologi kebakaran Ini mah cuma baru atas dasar trespassing doang ke bromo,1.69979058690632E+018,2023-09-07 14:23:51+00:00,ApMulTEK,1.69288340783834E+018,0,0,0,0,https://twitter.com/ApMulTEK/status/1699790586906325436
@alexjourneyID “nak dulu mamah papah pernah bikin bromo kebakaran”,1.69979253135213E+018,2023-09-07 14:31:34+00:00,shubbrie,327294690,0,0,0,1,https://twitter.com/shubbrie/status/1699792531352138149
"baru tau ternyata penyebab kebakaran di Bromo adalah grgr ada orang prewed sambil bawa flare, sampe bbrp akses dan spot ditutup total.  dua kata deh buat kalian, GUOBLOK COK!",1.69979433760395E+018,2023-09-07 14:38:45+00:00,march__sunset,1.3515965204123E+018,0,5,0,2,https://twitter.com/march__sunset/status/1699794337603953136
"kalo yg prewed bikin bromo kebakaran minta maaf, janji ga maafin y ol. taik👎🏻",1.69979498376164E+018,2023-09-07 14:41:19+00:00,restirahmadhani,416243915,0,0,0,0,https://twitter.com/restirahmadhani/status/1699794983761641511
"Udah bikin Savana di Bromo kebakaran, hasil fotonya jelek pula 😡",1.69979594610701E+018,2023-09-07 14:45:08+00:00,neverthejedi,1.39141789214346E+018,0,0,0,2,https://twitter.com/neverthejedi/status/1699795946107015502
nyesek banget liat bromo kebakaran,1.69979599790656E+018,2023-09-07 14:45:21+00:00,halahgajelas,1.31170805607854E+018,0,0,0,0,https://twitter.com/halahgajelas/status/1699795997906567555
"Nak, dulu papa mama waktu mau nikah pernah bikin gunung Bromo kebakaran"" bukanlah cerita yg asyik untuk diperbincangkan di sore hari saat kumpul keluarga.""",1.69979778687796E+018,2023-09-07 14:52:27+00:00,goesdut,162036484,0,0,0,0,https://twitter.com/goesdut/status/1699797786877968725
bisa nggak tu pelaku kebakaran taman nasional bromo didenda 1 triliun untuk ganti rugi. ampe beranak pinak dah lu bayar ganti rugi ke negara,1.6997992639021E+018,2023-09-07 14:58:19+00:00,heoroscope,819682290,0,0,0,1,https://twitter.com/heoroscope/status/1699799263902101578
Fotografer flare jadi fotografer peler yg bikin bromo kebakaran,1.69980280220014E+018,2023-09-07 15:12:23+00:00,febbylorentz,57956952,0,0,0,0,https://twitter.com/febbylorentz/status/1699802802200141990
bromo kebakaran ternyata ulah yg prewedding?! WHAT?!,1.69980296103013E+018,2023-09-07 15:13:01+00:00,sarahaprlntyy,1.69560550644925E+018,0,1,0,0,https://twitter.com/sarahaprlntyy/status/1699802961030136276
"Lah udh bikin bromo kebakaran, jelek pula 😭🤮",1.69980452162159E+018,2023-09-07 15:19:13+00:00,sleepytrvlr,1.33922794134811E+018,0,0,0,0,https://twitter.com/sleepytrvlr/status/1699804521621590181
sedih bgt gue ngeliat bromo kebakaran 😭,1.69980508372534E+018,2023-09-07 15:21:27+00:00,_aoife_13,9.86741837174947E+017,0,0,0,0,https://twitter.com/_aoife_13/status/1699805083725345257
Wes bosok marai bromo kebakaran tolol banget,1.69980974973764E+018,2023-09-07 15:39:59+00:00,Juniarta06,769477488,0,0,0,0,https://twitter.com/Juniarta06/status/1699809749737644183
"benci bgt grgr prewedd bromo kebakaran, pdhl akhir bulan mau kesana🥲",1.69980980743026E+018,2023-09-07 15:40:13+00:00,ptelvtel,2821780470,0,0,0,1,https://twitter.com/ptelvtel/status/1699809807430267158
Couple yg prewed disaster di bromo lanjut nikah ga ya 🤣 berapa itu ganti rugi kebakaran 50hektar,1.69980992919925E+018,2023-09-07 15:40:42+00:00,c4cao,1.04268623459685E+018,0,0,0,0,https://twitter.com/c4cao/status/1699809929199255892
"Foto yg kek gini yg bikin kebakaran di bromo? Kirain hasilnya bakalan fantastic, tnyata pathetic 😓  Jd penasaran, lanjut nikah ato ga yak.  Mana potografer yg ngide udah jd tersangka pulak",1.69981223641044E+018,2023-09-07 15:49:52+00:00,roosida,56742341,0,0,0,0,https://twitter.com/roosida/status/1699812236410441963
"itu yg foto prewed di kawasan bromo ampe bikin kebakaran, otaknya kemana dah 😂 lagi nyalain flare musim kemarau gni, percikan api dah pasti kena semak² kering. tolol 😭",1.69981285642922E+018,2023-09-07 15:52:20+00:00,melonminii,395749841,0,0,0,0,https://twitter.com/melonminii/status/1699812856429228333
"Gegara Flare Prewed, Bukit Teletubbies Gunung Bromo Terbakar  🎬 Dm for creadit   #jawapos #radarmadura #beritahariini #beritaupdate #berita #news #madura #kebakaranlahan #kebakaran #flareprewed #gunungbromotenggersemeru",1.69981343616139E+018,2023-09-07 15:54:38+00:00,JPRadarMadura,1624960592,0,0,0,0,https://twitter.com/JPRadarMadura/status/1699813436161392649
@ipoksamidub Di zoom in zoom out...apa bagusnya dr prewed pake flare itu. Walapun ga bikin bromo kebakaran tetep aneh banget konsep fotonya,1.69981502536667E+018,2023-09-07 16:00:57+00:00,drienanda22,1.08592207284747E+018,0,1,2,20,https://twitter.com/drienanda22/status/1699815025366675603
"3 brita teratas yg gue baca hr ini: 1.menjelang pernikahan cpw ketauan cpp open BO, 2.Saat parade mobil soundsystem gabisa lewat gamuat, warga desa ngancurin jembatan beton desa (lah kesel), 3. Savana bromo kebakaran krn si tolol tolol",1.69981579029449E+018,2023-09-07 16:04:00+00:00,Amsukatman,243525862,0,0,0,0,https://twitter.com/Amsukatman/status/1699815790294495484
niat akhir bulan ng bromo malah kebakaran😭👊🏻,1.69981586599327E+018,2023-09-07 16:04:18+00:00,Vndp__,1.24847187344205E+018,0,0,0,1,https://twitter.com/Vndp__/status/1699815865993273471
Tadi siang temen ngajak ikut open trip ke Bromo. Sorenya dapet berita kalo Savana di Bromo kebakaran...,1.69981610183908E+018,2023-09-07 16:05:14+00:00,Rismatchaciato,161155981,0,0,0,0,https://twitter.com/Rismatchaciato/status/1699816101839081525
"-rek udh mau 24 jam tapi terpantau belum ada yg berhasil sp1ll nama vendor2 (WO, fg) yg terlibat di kebakaran bromo:( pdhl ga masalah menghujatnya aja, biar lebih concern jg sm vendornya:(",1.69981643496748E+018,2023-09-07 16:06:33+00:00,sbyfess,1.15243717558724E+018,0,4,0,11,https://twitter.com/sbyfess/status/1699816434967482764
"@kevinpramudya_ Lagian kondisi rumput lagi coklat kering kok pake flare, menurutku ngga masuk aja konsepnya terlepas dari bahaya karena memicu kebakaran, Area sekitar kering tapi pake long coat hadeehh aku setuju dengan kata sayang bromo kebakaran demi prewedding dg konsep yg jelek banget 😂""",1.69981686399438E+018,2023-09-07 16:08:16+00:00,kelabangberacun,1.25291443645873E+018,0,0,0,1,https://twitter.com/kelabangberacun/status/1699816863994380770
"@panditfootball Bentar lagi kebakaran sabana bromo gara gara angin, lagi?????",1.69981862023762E+018,2023-09-07 16:15:14+00:00,Made_Dav,8.8432156745012E+017,0,0,0,0,https://twitter.com/Made_Dav/status/1699818620237623415
itu orang yg prewed di bromo sampe kebakaran gabakal jadi nikah gak sih? duitnya bakal dipake bayar denda.. wkwk,1.69981922606279E+018,2023-09-07 16:17:39+00:00,adillaprnm,111489787,0,0,0,1,https://twitter.com/adillaprnm/status/1699819226062794965
sedih banget liat bromo kebakaran gitu FAKMENNNNNNN,1.69981986532096E+018,2023-09-07 16:20:11+00:00,kyuttiez,1.67107386732513E+018,0,0,0,0,https://twitter.com/kyuttiez/status/1699819865320968435
"sori but JELEK BANGET😭😭😭 imagine udah jauh jauh ke bromo, bikin kebakaran, ditangkep polisi tapi..... fotonya jelek....... masih lebih oke foto di waduk cengklik i must say🙏🙏🙏🙏",1.69982131397892E+018,2023-09-07 16:25:57+00:00,pompompipin,1.46497888110282E+018,0,0,0,0,https://twitter.com/pompompipin/status/1699821313978925412
"asli nih yg eo yg fotoin prewed di bromo tuh siapa, udh tau abis kebakaran bisa2nya dia main flare di tengah savana yg lg kering.",1.69982174967068E+018,2023-09-07 16:27:40+00:00,oyoygogreen,57100091,0,1,0,0,https://twitter.com/oyoygogreen/status/1699821749670682903
"sedih bat liat bromo kebakaran garagara ulah manusia tolol, pdhl bromo bagus batttt bjir 2018 gua kesana pgn kesana lagi aaaaa",1.69982255087926E+018,2023-09-07 16:30:51+00:00,beautyrichhh,1.67682382467814E+018,0,0,0,1,https://twitter.com/beautyrichhh/status/1699822550879269066
@KompasTV Kejadian kebakaranya di bromo padahal sudah dari tanggal 2 september. Tetapi orang menuduhnya kalau tanggal 6 september terjadinya kebakaran terus disebabkannya karena orang bawa flare. Itu yang videoin emang sengaja nuduh atau gimana?,1.69982269603987E+018,2023-09-07 16:31:26+00:00,itsgentho,2741552432,0,0,0,0,https://twitter.com/itsgentho/status/1699822696039870898
"gila kebakaran di bromo gara gara orang poto prewed make flare? pasangan kontolllll, tukang poto kontol, team team poto kontolll, apa dia berpikir flare itu mengeluarkan airrr, manusia bangsat",1.6998253324955E+018,2023-09-07 16:41:55+00:00,semogadapettttt,1.43476641627245E+018,0,0,0,3,https://twitter.com/semogadapettttt/status/1699825332495507788
kaget kebakaran bromo separah itu grgr mbknya,1.69982548549115E+018,2023-09-07 16:42:31+00:00,chocholalate,1.09679816527609E+018,0,0,0,0,https://twitter.com/chocholalate/status/1699825485491155421
"Bromo sampe kebakaran hanya untuk foto jelek gini, wkwkwk",1.69982600961137E+018,2023-09-07 16:44:36+00:00,dodysoerja,763905180,0,0,0,0,https://twitter.com/dodysoerja/status/1699826009611374689
"Huhkahhh Bromo ne sampe ditutup grgr kebakaran , cek pegele raa duwe janji Ket setahun yg lalu",1.69982658924317E+018,2023-09-07 16:46:54+00:00,qyujilafu,1.18118480778443E+018,0,0,0,0,https://twitter.com/qyujilafu/status/1699826589243175235
kebakaran gunung bromo buat pelajaran kedepannya apa2 yang harus dibenahi. Seperti penyediaan apar di tempat2 yang mudah terbakar dan penempatan patroli penjaga hutan untuk meminimalisir timbulnya kebakaran.,1.69982676299221E+018,2023-09-07 16:47:36+00:00,EdiRusmanto_,1.43076053147689E+018,0,0,0,0,https://twitter.com/EdiRusmanto_/status/1699826762992218438
Itu yg ngidein prewedd api2 gitu sampe bromo kebakaran idenya sapa coba ??  Penasaran mo liat orang to**l bin go***k nya,1.69982769550343E+018,2023-09-07 16:51:18+00:00,Hdwit2,1.25753403259989E+018,0,0,0,0,https://twitter.com/Hdwit2/status/1699827695503438102
@kevinpramudya_ Mau sebagus apapun fotonya juga gabakal pernah setara dengan kejadian kebakaran di bromo wir,1.69982923709054E+018,2023-09-07 16:57:26+00:00,herlianafebri,1.26062838413394E+018,0,0,0,0,https://twitter.com/herlianafebri/status/1699829237090541669
Canggih bener kabut polusi Jakarta sampai kebakaran Bromo bisa langsung rame. Coba tengok event tahunan di Kuburaya &amp  Pontianak. Abu udah kayak salju,1.69983472036707E+018,2023-09-07 17:19:13+00:00,azumilano,1376344057,0,0,0,0,https://twitter.com/azumilano/status/1699834720367071661
"orang” prewed di bromo, karna bromo sempat kebakaran, apa iya gue prewed nya di gunung fuji ntar?? 🤔🤔",1.69983482215023E+018,2023-09-07 17:19:37+00:00,toalogede,1.539173608136E+018,0,0,0,0,https://twitter.com/toalogede/status/1699834822150238271
masih kesel baca berita yg kebakaran di bromo😩😩😩🫵🫵🫵🫵,1.69983494684268E+018,2023-09-07 17:20:07+00:00,permahasiswaan,3978553048,0,0,0,0,https://twitter.com/permahasiswaan/status/1699834946842681564
"@tanyarlfes Bromo sek kebakaran nya, buldep mawon @hamtalo_",1.69983640513088E+018,2023-09-07 17:25:55+00:00,groovypie,1149793627,0,1,0,0,https://twitter.com/groovypie/status/1699836405130883312
Bromo kebakaran gara2 foto jelek,1.69984087367106E+018,2023-09-07 17:43:40+00:00,richiereez,1.21270833328451E+018,0,0,0,0,https://twitter.com/richiereez/status/1699840873671061766
sebel banget tau kabar bromo ditutup gara2 kebakaran orang prewed padahal mingdep dah mau prepare ke bromo soalnya seumur2 blm pernah kesana 😤😤,1.6998457245556E+018,2023-09-07 18:02:56+00:00,araf_natnut,1.50659327428254E+018,0,2,0,7,https://twitter.com/araf_natnut/status/1699845724555604274
@dallioes @kaqabutan Nice info ka. Terimakasih🙏 semoga tidak ada lagi pengunjung yg ga ngotak spt 6 tersangka penyebab kebakaran Bromo🙏,1.69984579174416E+018,2023-09-07 18:03:13+00:00,akuragil,60338602,0,0,0,0,https://twitter.com/akuragil/status/1699845791744160195
@tanyakanrl YaAllaaahh sedihh bgtt woyy!! Bromo sebaguss itu baru ada keinginan pgn kesana lagi.. dodol bgt deh itu yg bikin asep2 sampe jd kebakaran. Geraamm bgtt liatnyaaa !!!!!,1.69984708864812E+018,2023-09-07 18:08:22+00:00,caamarissa,101004369,0,0,0,1,https://twitter.com/caamarissa/status/1699847088648122548
"yg prewed di bromo sampe kebakaran gt bener bener yeee, kek ahhh",1.69984869523429E+018,2023-09-07 18:14:45+00:00,syaquilaltalune,1.60541565567028E+018,0,0,0,0,https://twitter.com/syaquilaltalune/status/1699848695234297958
gabisa tidur eh tl muncul video kebakaran bromo trs hmm dari tadi nahan bgt ngatain orang2 itu 😭,1.69985288151888E+018,2023-09-07 18:31:23+00:00,seokolober,1.07251213679282E+018,0,0,0,0,https://twitter.com/seokolober/status/1699852881518886938
drtd nyureng nyariin doxxing couple yg prewed bikin kebakaran bromo. naha sih gada yg spill? pengen silaturahmi,1.6998543688274E+018,2023-09-07 18:37:17+00:00,hwangnael,47310828,0,0,0,0,https://twitter.com/hwangnael/status/1699854368827404678
Kemaren ada info gunung semeru...  NANGIS BANGET SIH GUE MAH KALO GUNUNG BROMO KEBAKARAN PADAHAL CAKEP ITU 😭😭😭,1.69985906862892E+018,2023-09-07 18:55:58+00:00,sanwhwas,1.4359505957482E+018,0,0,0,0,https://twitter.com/sanwhwas/status/1699859068628922764
@NarasiNewsroom Sekalian yg bikin BROMO kebakaran jadiin Duta Bencana,1.69986328972614E+018,2023-09-07 19:12:44+00:00,me_racau,1.57184474587765E+018,0,0,0,0,https://twitter.com/me_racau/status/1699863289726148736
"Gw sebel bgt liat berita bromo kebakaran. Itu trs pas di awal, pas blum gede apinya, knp gk dimatiin !!? Konyol bgt, ignorant bgt jd orng, gk punya empati sama alam sekitar !?? 💔💔",1.69986988724049E+018,2023-09-07 19:38:57+00:00,wihenxite,2989844184,0,0,1,0,https://twitter.com/wihenxite/status/1699869887240499343
"@txtdrpemerintah Paling jadi duta kebakaran gunung, atau duta Bromo...",1.69987170123923E+018,2023-09-07 19:46:10+00:00,_jogja,202103783,0,0,0,0,https://twitter.com/_jogja/status/1699871701239230747
liat bromo kebakaran jadi keinget jirisan,1.69988856875024E+018,2023-09-07 20:53:11+00:00,kameiikato,1.3063035734168E+018,0,0,0,0,https://twitter.com/kameiikato/status/1699888568750240214
buat yang bikin kebakaran di bukit teletubbies bromo semoga jembutnya panas abadi,1.69989182042214E+018,2023-09-07 21:06:07+00:00,overdosheesh,7.53087948082511E+017,0,0,0,0,https://twitter.com/overdosheesh/status/1699891820422148138
"@dallioes @santrijbg tp emang sebelum kebakaran gara gara prewed ini, Bromo jg ngalamin kebakaran karena kemarau di akhir bulan lalu. di berita sekitar 600an Ha, dan baru padam di hari ke-5. itu sempet di tutup Savana Bromo. lalu kena lagi kebakaran karen prewed ini. dan sekarang tutup total",1.69990672733931E+018,2023-09-07 22:05:21+00:00,ciamiwwa,1.65075324380132E+018,0,1,1,75,https://twitter.com/ciamiwwa/status/1699906727339315342
"@jorinjah @tanyarlfes kesananya di awal awal tahun, Kak. pas setelah ada musim hujan. pas tengah tahun emang kering. ini aja sebelum kejadian ini udh kebakaran 600 hektar jg Bromo bulan kmrn karena kemarau",1.6999098157857E+018,2023-09-07 22:17:37+00:00,ciamiwwa,1.65075324380132E+018,0,0,0,0,https://twitter.com/ciamiwwa/status/1699909815785701539
"@alexjourneyID Ajg dikira bakal bagus sampe kebakaran bromo, anying ini ma butut jelek",1.69991226828752E+018,2023-09-07 22:27:22+00:00,akur3010,1.00473570737656E+018,0,0,0,1,https://twitter.com/akur3010/status/1699912268287529127
"@tanyarlfes Sampe sedih liat bromo kebakaran, gue kira karena sangking panasnya matahari. Taunya kelakukan para kucing garong",1.6999132341015E+018,2023-09-07 22:31:12+00:00,butiranjasjuss,41978009,0,0,0,0,https://twitter.com/butiranjasjuss/status/1699913234101502395
Oh ini foto yg buat bromo kebakaran? Jujur aja nih malah aneh sumpah dah dan biasa aja apalagi malah jadi ngerugiin bnyk org,1.69991413828858E+018,2023-09-07 22:34:48+00:00,ainascnrrmt,1.2351831356476E+018,0,0,0,6,https://twitter.com/ainascnrrmt/status/1699914138288582923
"Yg study tour ktnya mau ke bromo, tp bromonya kebakaran 🥹🥹",1.69991416678466E+018,2023-09-07 22:34:54+00:00,echonomee,1.26594250182475E+018,0,1,0,0,https://twitter.com/echonomee/status/1699914166784663753
@kegblgnunfaedh nah ini lebih baik dibanding bakar flare di Bromo ujung ujungnya kebakaran bukitnya,1.69991713404083E+018,2023-09-07 22:46:42+00:00,respati722,1.54715221763098E+018,0,0,0,0,https://twitter.com/respati722/status/1699917134040834492
"Pas otw balik ke sby kemarin dempet kepikiran, apa ke bromo dulu ya?"" Lah ternyata kebakaran :(( Semoga lekas pulih""",1.69991744053967E+018,2023-09-07 22:47:55+00:00,LahSangPrabu,9.34204715562278E+017,0,0,0,0,https://twitter.com/LahSangPrabu/status/1699917440539677083
"@tanyarlfes Efeknya panjang, bromo kebakaran luas, kawasan wisata ditutup, warga sekitar yg hidup dr pariwisata kehilangan pemasukan, trus yg jd tersangka cm manajer WO lah mempelainya gak ad minta maaf atau tanggung jawab sm sekali hadeuh",1.6999196029592E+018,2023-09-07 22:56:30+00:00,fajardjally,309602412,0,0,0,0,https://twitter.com/fajardjally/status/1699919602959200761
Fak. Itu kebakaran bromo demi foto prewed yang jeleknya kebangetan. Kok bisa-bisanya ntu orang jadi fotografer 😭,1.69992269206827E+018,2023-09-07 23:08:47+00:00,staycheese03,1354004467,0,0,0,1,https://twitter.com/staycheese03/status/1699922692068274554
"@ciamiwwa @dallioes Nahh betoullll kak, awalnya aku ngira itu masih sisa an kebakaran yg sebelumnya. Selain bromo, didaerah arjuno juga terjadi kebakaran di lerengnya.",1.69992376718582E+018,2023-09-07 23:13:03+00:00,santrijbg,1647904411,0,0,0,5,https://twitter.com/santrijbg/status/1699923767185821875
@RagilSemar @Kangjaill knp ke bromo yoh bocah2 kuwi.. ?? jd kebakaran kan... harusnya ke IKN saja acaranya wkwkkwk...,1.69993061958804E+018,2023-09-07 23:40:17+00:00,DermagaGarely,1.51369455244372E+018,0,1,0,2,https://twitter.com/DermagaGarely/status/1699930619588047113
@ipoksamidub Ada inisial nama dan asal kotanya di link berita ini dan usia mereka tergolong sudah bukan ABG lagi loh yg melakukan photo prewed yg memicu kebakaran di bromo,1.69993159602203E+018,2023-09-07 23:44:10+00:00,goonjol,3023096556,0,0,0,1,https://twitter.com/goonjol/status/1699931596022030558
Anj sedih bgt gw liat Bromo kebakaran gara2 org tlol. Gw yakin nikahan nya jd beban sih at least ada yg bully2 🤣,1.69993877017342E+018,2023-09-08 00:12:40+00:00,balance__sheet,2291323392,0,0,0,0,https://twitter.com/balance__sheet/status/1699938770173427778
@cici_cimol @tanyarlfes itu yg bikin kebakaran bromo?? bjirrr jelek bener fotonya,1.69993887361339E+018,2023-09-08 00:13:05+00:00,skysatur,2946795998,0,1,0,0,https://twitter.com/skysatur/status/1699938873613398401
Foto jelek bikin kebakaran berhektar hektar di Bromo. Bromo ditutup hilangin mata pencaharian di sana. Guoblooook,1.69993919675522E+018,2023-09-08 00:14:22+00:00,bayuanggara08,419351448,0,0,0,0,https://twitter.com/bayuanggara08/status/1699939196755222870
"@jeybaiwin Bukit Teletubbies Bromo kebakaran, ya salah BWS",1.69994191756243E+018,2023-09-08 00:25:11+00:00,bacaaubw_,1.66963882112491E+018,0,1,0,0,https://twitter.com/bacaaubw_/status/1699941917562437690
mending sih. dibanding ngerusak alam dengan nyalan flare buat foto-foto di Savana dan menyebabkan kebakaran di Bromo. Mematikan bisnis wisata di sana dan mematahkan hati semua wisatawan yg udh buang waktu dan biaya buat pergi ke Bromo #yhaaaa,1.69994343475956E+018,2023-09-08 00:31:12+00:00,hcwantmilk,1.36569619184599E+018,0,1,1,0,https://twitter.com/hcwantmilk/status/1699943434759569873
"Gw beneran jadi inget drama JIRISAN. Terlepas dari pembuat kebakaran yg SALAH BANGET, untuk gunung sefamous bromo kita blm punya tim ranger yg sigap nanganin hal yg kayak begini ya 🥺 maksudnya sebelum kebakarannya jadi meluas gini. Sedih banget liat dampaknya 💔",1.69994354342567E+018,2023-09-08 00:31:38+00:00,bubbblesish,106036433,0,0,0,0,https://twitter.com/bubbblesish/status/1699943543425675429
"@nizyuo JELEK BANGETTT DAN MAKSUDNYA GIMANA DAHHH ITU. GA SEPADAN SAMA TEMPATNYA YANG KEBAKARAN.  Kualitasnya juga jelek banget dan konsep nya ga jelas pake hand flare segala. Gunung bromo secantik itu tapi milih tempat malah yang kek begini. Kocak, norak, stress.",1.69994368713923E+018,2023-09-08 00:32:13+00:00,warrenhuew,1.1273879487673E+018,0,0,0,0,https://twitter.com/warrenhuew/status/1699943687139238036
"manusiaaaaa egois bgt bromo sampe kebakaran gt, mana hasil fotonya b aja😭👈",1.69994423642534E+018,2023-09-08 00:34:24+00:00,ihginnnn,1.12120336401489E+018,0,1,0,1,https://twitter.com/ihginnnn/status/1699944236425347098
"@alexjourneyID Ngapa otaknya pada ngarah ke Korut sih, yg kebakaran Bromo yg diserempet Korut 🇰🇵",1.69994526847158E+018,2023-09-08 00:38:30+00:00,exnyahanjisup29,46384013,0,0,0,0,https://twitter.com/exnyahanjisup29/status/1699945268471583132
"Udah mah bikin ulah sampe kebakaran di Bromo, hasil fotonya juga ternyata jelek gini etdah 😭",1.69994822630314E+018,2023-09-08 00:50:15+00:00,dindoyaaaaah,59004196,0,1,0,0,https://twitter.com/dindoyaaaaah/status/1699948226303148329
@kegblgnunfaedh Hasil fotonya lebih bagus dari yang bikin flare asli sampe bikin bromo kebakaran 🤣😭,1.6999487308192E+018,2023-09-08 00:52:15+00:00,i_am_1014,1.03341183556153E+018,0,0,0,1,https://twitter.com/i_am_1014/status/1699948730819207281
@tanyarlfes Loh bromo kebakaran karna flare? Kirain emang fenomena alam dan kebetulan kemarau. Ada ada aja manusia yak,1.69994880214752E+018,2023-09-08 00:52:32+00:00,MrFuntastc,1108986014,0,0,0,0,https://twitter.com/MrFuntastc/status/1699948802147524610
"Mending gini, pinter hasil bagus daripada di bromo malah bikin kebakaran 😭😭😭",1.69994907236979E+018,2023-09-08 00:53:37+00:00,Catcipp,1.03330247238148E+018,0,0,0,0,https://twitter.com/Catcipp/status/1699949072369791251
"@kevinpramudya_ Fotonya akan dikenang pas punya anak, “ini lho mama papa yang buat kebakaran 50 hektar di bromo, nak”",1.69995075002848E+018,2023-09-08 01:00:17+00:00,ProCuddler_,442449980,1,0,0,2,https://twitter.com/ProCuddler_/status/1699950750028484648
"@tanyarlfes sorry to say, entah skill fotografernya ato emang konsepnya yang jelek, ato pose yg lagi prewed yg aneh, hasilnya dimataku jadi jelek ehehe maaf bgt. Dan jadi lebih jelek lagi dimataku pas tau klo krn mereka bromo jdi kebakaran hebat:) orang bodoh.",1.69995245083553E+018,2023-09-08 01:07:02+00:00,aquamarinewt,1.69463300481008E+018,0,0,0,0,https://twitter.com/aquamarinewt/status/1699952450835534181
Itu beneran kebakaran yang di bromo gara2 foto prewed?,1.69995295148436E+018,2023-09-08 01:09:01+00:00,ohshitufindme,136909272,0,0,1,0,https://twitter.com/ohshitufindme/status/1699952951484363122
"@tanyarlfes Oh jadi ini nih hasil dari kebakaran di bromo, kirain hasil foto nya wow tau nya mah b aja wkwkwk",1.69995467561177E+018,2023-09-08 01:15:52+00:00,zizasaaa,338803968,0,0,0,1,https://twitter.com/zizasaaa/status/1699954675611775053
"@dallioes @kaqabutan parah sih ini, ga cuma penjara, tapi harus denda rehab kondisi lingkungan bromo pasca kebakaran😭 kok bisa pake konsep yg ngebahayain lingkungan sih njir. kawal prewed perusak kebakaran bromo sampe sel tahanan!!",1.69995508713587E+018,2023-09-08 01:17:31+00:00,nieve_e,103479776,0,0,0,6,https://twitter.com/nieve_e/status/1699955087135879177
